iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,vaccines,source_name
DNK,27/01/2021,220178,182981,37197,4581,4942,3.8,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,28/01/2021,228543,183223,45320,8365,5581,3.95,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,29/01/2021,248016,184356,63660,19473,7457,4.28,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,30/01/2021,262282,185585,76697,14266,8365,4.53,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,31/01/2021,275884,186842,89042,13602,9282,4.76,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,01/02/2021,284528,187596,96932,8644,10129,4.91,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,02/02/2021,289609,189647,99962,5081,10573,5,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,03/02/2021,297353,191200,106153,7744,11025,5.13,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,04/02/2021,309723,192635,117088,12370,11597,5.35,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,05/02/2021,324802,194217,130585,15079,10969,5.61,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,06/02/2021,332533,195251,137282,7731,10036,5.74,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,07/02/2021,338088,197163,140925,5555,8886,5.84,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,08/02/2021,347694,199708,147986,9606,9024,6,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,09/02/2021,356165,203260,152905,8471,9508,6.15,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,10/02/2021,363365,206539,156826,7200,9430,6.27,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,11/02/2021,371466,212184,159282,8101,8820,6.41,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,12/02/2021,391056,224175,166881,19590,9465,6.75,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,13/02/2021,398594,230733,167861,7538,9437,6.88,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,14/02/2021,405446,236954,168492,6852,9623,7,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,15/02/2021,422376,250754,171622,16930,10669,7.29,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,16/02/2021,436881,263933,172948,14505,11531,7.54,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,17/02/2021,447737,274365,173372,10856,12053,7.73,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,18/02/2021,459436,285763,173673,11699,12567,7.93,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,19/02/2021,474219,299592,174627,14783,11880,8.19,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,20/02/2021,485310,310106,175204,11091,12388,8.38,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DNK,21/02/2021,496460,320905,175555,11150,13002,8.57,"Moderna, Pfizer/BioNTech",Statens Serum Institut
DOM,15/02/2021,0,,,,,0,Oxford/AstraZeneca,Ministry of Public Health
DOM,16/02/2021,385,,,385,385,0,Oxford/AstraZeneca,Ministry of Public Health
DOM,17/02/2021,1379,,,994,690,0.01,Oxford/AstraZeneca,Ministry of Public Health
DOM,18/02/2021,5328,,,3949,1776,0.05,Oxford/AstraZeneca,Ministry of Public Health
DOM,19/02/2021,10200,,,4872,2550,0.09,Oxford/AstraZeneca,Ministry of Public Health
DOM,20/02/2021,13087,,,2887,2617,0.12,Oxford/AstraZeneca,Ministry of Public Health
DOM,21/02/2021,14264,,,1177,2377,0.13,Oxford/AstraZeneca,Ministry of Public Health
ECU,21/01/2021,0,0,,,,0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,22/01/2021,108,108,,108,108,0,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,23/01/2021,,,,,341,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,24/01/2021,,,,,419,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,25/01/2021,,,,,458,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,26/01/2021,,,,,481,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,27/01/2021,2982,2982,,,497,0.02,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,28/01/2021,,,,,484,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,29/01/2021,,,,,526,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,30/01/2021,,,,,502,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,31/01/2021,,,,,478,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,01/02/2021,,,,,454,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,02/02/2021,,,,,430,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,03/02/2021,,,,,406,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,04/02/2021,6228,6228,,,406,0.04,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,05/02/2021,,,,,369,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,06/02/2021,,,,,333,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,07/02/2021,,,,,297,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,08/02/2021,,,,,260,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,09/02/2021,,,,,224,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,10/02/2021,,,,,187,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,11/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,12/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,13/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,14/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,15/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,16/02/2021,,,,,151,,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
ECU,17/02/2021,8190,6228,1962,,151,0.05,Pfizer/BioNTech,Government of Ecuador via Ecuacovid
EGY,24/01/2021,0,,,,,0,Sinopharm/Beijing,Ministry of Health
EGY,25/01/2021,,,,,219,,Sinopharm/Beijing,Ministry of Health
EGY,26/01/2021,,,,,219,,Sinopharm/Beijing,Ministry of Health
EGY,27/01/2021,,,,,219,,Sinopharm/Beijing,Ministry of Health
EGY,28/01/2021,,,,,219,,Sinopharm/Beijing,Ministry of Health
EGY,29/01/2021,,,,,219,,Sinopharm/Beijing,Ministry of Health
EGY,30/01/2021,1315,,,,219,0,Sinopharm/Beijing,Ministry of Health
,13/12/2020,55437,55437,,,,0.1,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/12/2020,,,,,74104,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/12/2020,574165,574165,,,74104,1.02,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/12/2020,,,,,68978,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,22/12/2020,,,,,63852,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,23/12/2020,,,,,58725,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,24/12/2020,,,,,53599,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,25/12/2020,,,,,48473,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,26/12/2020,,,,,43347,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,27/12/2020,841707,841707,,,38220,1.5,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,28/12/2020,,,,,39904,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,29/12/2020,,,,,41588,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,30/12/2020,,,,,43272,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,31/12/2020,,,,,44956,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,01/01/2021,,,,,46640,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,02/01/2021,,,,,48324,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,03/01/2021,1191766,1171187,20579,,50008,2.12,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,04/01/2021,,,,,66170,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,05/01/2021,,,,,82332,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,06/01/2021,,,,,98494,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,07/01/2021,,,,,114657,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,08/01/2021,,,,,130819,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,09/01/2021,,,,,146981,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,10/01/2021,2333764,1959151,374613,,163143,4.15,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,11/01/2021,2474205,2080280,393925,140441,159899,4.4,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,12/01/2021,2661850,2254556,407294,187645,163400,4.73,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,13/01/2021,2910027,2494371,415656,248177,175548,5.17,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/01/2021,3189674,2769164,420510,279647,192191,5.67,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/01/2021,3514385,3090058,424327,324711,215272,6.24,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/01/2021,3791594,3365492,426102,277209,231568,6.74,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/01/2021,3947442,3520056,427386,155848,230525,7.01,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/01/2021,4118342,3687206,431136,170900,234877,7.32,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/01/2021,4419704,3985579,434125,301362,251122,7.85,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/01/2021,4740578,4303730,436848,320874,261507,8.42,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/01/2021,5100475,4661293,439182,359897,272972,9.06,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,22/01/2021,5526071,5085771,440300,425596,287384,9.82,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,23/01/2021,5970175,5529101,441074,444104,311226,10.61,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,24/01/2021,6169377,5727693,441684,199202,317419,10.96,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,25/01/2021,6405554,5962544,443010,236177,326745,11.38,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,26/01/2021,6665861,6221850,444011,260307,320880,11.84,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,27/01/2021,6918853,6473752,445101,252992,311182,12.29,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,28/01/2021,7263317,6816945,446372,344464,308977,12.9,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,29/01/2021,7701203,7253305,447898,437886,310733,13.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,30/01/2021,8251146,7792996,458150,549943,325853,14.66,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,31/01/2021,8543262,8082355,460907,292116,339126,15.18,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,01/02/2021,8825371,8362868,462503,282109,345688,15.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,02/02/2021,9126930,8663041,463889,301559,351581,16.21,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,03/02/2021,9508006,9041835,466171,381076,369879,16.89,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,04/02/2021,9899043,9430261,468782,391037,376532,17.59,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,05/02/2021,10302620,9831897,470723,403577,371631,18.3,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,06/02/2021,10761539,10290215,471324,458919,358628,19.12,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,07/02/2021,10991365,10519729,471636,229826,349729,19.53,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,08/02/2021,11245053,10771998,473055,253688,345669,19.98,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,09/02/2021,11558880,11083652,475228,313827,347421,20.54,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,10/02/2021,11901827,11422507,479320,342947,341974,21.14,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,11/02/2021,12293207,11809241,483966,391380,342023,21.84,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,12/02/2021,12733865,12246166,487699,440658,347321,22.62,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,13/02/2021,13165548,12675663,489885,431683,343430,23.39,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/02/2021,13353631,12862909,490722,188083,337467,23.72,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/02/2021,13575245,13082669,492576,221614,332885,24.12,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/02/2021,13891042,13395338,495704,315797,333166,24.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/02/2021,14318115,13817914,500201,427073,345184,25.44,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/02/2021,14718938,14214176,504762,400823,346533,26.15,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/02/2021,15046635,14537978,508657,327697,330396,26.73,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/02/2021,15355176,14844087,511089,308541,312804,27.28,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/02/2021,15471509,14958074,513435,116333,302554,27.49,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
EST,28/12/2020,207,,,,,0.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,29/12/2020,516,,,309,309,0.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,30/12/2020,884,,,368,338,0.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,31/12/2020,1907,,,1023,567,0.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,01/01/2021,2487,,,580,570,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,02/01/2021,,,,,459,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,03/01/2021,2517,,,,385,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,04/01/2021,2535,,,18,333,0.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,05/01/2021,3188,,,653,382,0.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,06/01/2021,5009,,,1821,589,0.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,07/01/2021,6632,,,1623,675,0.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,08/01/2021,7973,,,1341,784,0.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,09/01/2021,10197,,,2224,1099,0.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,10/01/2021,10749,,,552,1176,0.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,11/01/2021,10972,,,223,1205,0.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,12/01/2021,11896,,,924,1244,0.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,13/01/2021,13481,,,1585,1210,1.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,14/01/2021,14879,,,1398,1178,1.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,15/01/2021,16677,,,1798,1243,1.26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,16/01/2021,17959,,,1282,1109,1.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,17/01/2021,18179,,,220,1061,1.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,18/01/2021,18275,,,96,1043,1.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,19/01/2021,19315,,,1040,1060,1.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,20/01/2021,20478,,,1163,1000,1.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,21/01/2021,21985,,,1507,1015,1.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,22/01/2021,24196,,,2211,1074,1.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,23/01/2021,25704,,,1508,1106,1.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,24/01/2021,25964,,,260,1112,1.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,25/01/2021,26126,,,162,1122,1.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,26/01/2021,27180,,,1054,1124,2.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,27/01/2021,29594,,,2414,1302,2.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,28/01/2021,31629,25415,6214,2035,1378,2.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,29/01/2021,34019,26412,7607,2390,1403,2.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,30/01/2021,37230,27633,9597,3211,1647,2.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,31/01/2021,38055,27900,10155,825,1727,2.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,01/02/2021,38594,28186,10408,539,1781,2.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,02/02/2021,40217,28907,11310,1623,1862,3.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,03/02/2021,43000,30158,12842,2783,1915,3.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,04/02/2021,46194,31864,14330,3194,2081,3.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,05/02/2021,49798,33927,15871,3604,2254,3.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,06/02/2021,52868,35492,17376,3070,2234,3.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,07/02/2021,53424,35905,17519,556,2196,4.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,08/02/2021,53481,35917,17564,57,2127,4.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,09/02/2021,,,,,2236,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,10/02/2021,58261,39147,19114,,2180,4.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,11/02/2021,61757,41731,20026,3496,2223,4.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,12/02/2021,65798,44486,21312,4041,2286,4.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,13/02/2021,68146,46020,22126,2348,2183,5.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,14/02/2021,68436,46152,22284,290,2145,5.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,15/02/2021,68497,46154,22343,61,2145,5.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,16/02/2021,69313,46740,22573,816,1920,5.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,17/02/2021,71722,48573,23149,2409,1923,5.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,18/02/2021,76075,52263,23812,4353,2045,5.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,19/02/2021,82370,57543,24827,6295,2367,6.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,20/02/2021,87147,61316,25831,4777,2714,6.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,21/02/2021,87957,61904,26053,810,2789,6.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
EST,22/02/2021,88790,62415,26375,833,2899,6.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
FRO,29/01/2021,3994,3993,1,,,8.17,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,30/01/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,31/01/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,01/02/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,02/02/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,03/02/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,04/02/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,05/02/2021,,,,,83,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,06/02/2021,4657,4051,606,,83,9.53,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,07/02/2021,,,,,80,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,08/02/2021,4783,4098,685,,77,9.79,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,09/02/2021,,,,,106,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,10/02/2021,5355,4134,1221,,135,10.96,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,11/02/2021,,,,,128,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,12/02/2021,,,,,120,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,13/02/2021,,,,,112,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,14/02/2021,,,,,108,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,15/02/2021,,,,,103,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,16/02/2021,,,,,66,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,17/02/2021,,,,,30,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,18/02/2021,,,,,30,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,19/02/2021,,,,,30,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,20/02/2021,,,,,30,,Pfizer/BioNTech,Government of the Faeroe Islands
FRO,21/02/2021,5682,4167,1515,,30,11.63,Pfizer/BioNTech,Government of the Faeroe Islands
FLK,07/02/2021,0,0,,,,0,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,08/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,09/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,10/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,11/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,12/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,13/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,14/02/2021,,,,,189,,Oxford/AstraZeneca,Government of the Falkland Islands
FLK,15/02/2021,1515,1515,,,189,43.5,Oxford/AstraZeneca,Government of the Falkland Islands
FIN,31/12/2020,1767,,,,,0.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,01/01/2021,,,,,459,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,02/01/2021,,,,,459,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,03/01/2021,,,,,459,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,04/01/2021,3604,,,,459,0.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,05/01/2021,5445,,,1841,736,0.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,06/01/2021,,,,,839,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,07/01/2021,8155,,,,913,0.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,08/01/2021,11135,,,2980,1273,0.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,09/01/2021,,,,,1353,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,10/01/2021,,,,,1433,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,11/01/2021,14196,,,,1513,0.26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,12/01/2021,17617,,,3421,1739,0.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,13/01/2021,23126,,,5509,2332,0.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
FIN,14/01/2021,33033,,,9907,3554,0.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
